,有無酒駕,有無駕照,有無肇事逃逸,有無減速,有無超速,有無精神疾病,有無證據,有無過失傷害,有無過失致死,是否累犯,是否自首,是否使用藥物,車輛類型
15294,1,0,1,1,0,0,1,0,0,1,1,1,3
3377,1,0,1,1,0,0,1,1,0,1,1,0,0
7873,1,0,0,1,0,0,1,1,0,0,1,0,0
8494,1,0,1,1,0,0,1,1,0,1,1,0,3
4061,1,0,1,1,0,0,1,0,0,0,1,1,3
10636,1,0,1,1,0,0,1,0,0,0,1,0,3
4265,0,0,1,1,0,0,1,1,0,0,1,0,3
18104,0,0,1,1,0,0,1,1,0,0,1,0,0
14146,0,1,1,1,0,0,1,1,0,0,1,1,1
15444,0,0,1,1,0,0,1,1,1,0,1,0,3
17423,0,1,1,1,0,0,1,1,1,0,1,1,0
5231,1,0,1,1,0,0,1,0,0,0,1,1,2
13,1,0,1,1,0,0,1,1,0,0,1,1,0
14275,1,0,1,1,0,0,1,1,0,0,1,1,3
10297,0,0,1,1,0,0,1,1,0,0,1,0,0
8027,1,0,1,1,0,0,1,1,0,0,1,0,2
17066,0,0,1,1,0,0,1,1,0,0,1,0,2
6356,1,0,1,1,0,0,1,1,0,1,1,1,3
2062,0,0,1,1,0,0,1,1,1,0,1,0,0
7263,0,0,1,1,0,0,1,1,0,0,1,0,0
233,1,0,1,1,0,0,1,1,0,1,1,1,3
3934,0,1,1,1,1,0,1,1,1,0,1,1,3
11048,0,0,1,1,0,0,1,1,0,0,1,0,2
5925,1,1,0,1,0,0,1,1,0,1,1,0,3
8535,0,0,1,1,0,0,1,1,0,0,1,0,3
13661,1,0,1,1,0,0,1,1,0,0,1,1,2
2701,1,0,1,1,0,0,1,0,0,0,1,0,0
14693,1,0,1,1,0,0,1,1,0,1,1,1,3
16104,0,0,1,0,0,0,1,1,0,0,1,0,0
10359,0,1,1,1,0,0,1,1,1,0,1,1,0
13643,1,0,1,1,0,0,1,1,0,0,1,1,1
1466,0,0,1,1,0,0,1,1,1,0,1,0,0
248,0,0,1,1,0,0,1,1,1,0,1,0,0
13010,0,0,1,1,0,0,1,1,0,0,1,0,0
13041,1,1,1,1,0,0,1,1,1,1,1,1,3
17668,1,0,1,1,0,0,1,1,0,0,1,0,3
4281,1,0,1,1,0,0,1,0,0,0,1,1,0
17871,1,0,1,1,0,0,1,1,0,1,1,1,0
13369,1,0,1,1,0,0,1,1,0,0,1,1,0
15941,1,0,1,1,0,0,1,1,0,0,1,1,3
16927,1,0,1,1,0,0,1,1,0,0,1,1,3
6982,1,0,1,1,0,0,1,1,0,0,1,1,3
7778,1,0,1,1,0,0,1,1,0,0,1,1,2
2559,1,0,1,1,0,0,1,0,0,0,1,0,3
5713,0,0,1,1,0,0,1,1,0,0,1,0,3
11575,1,0,1,1,0,0,1,0,0,1,1,1,2
16297,1,0,0,1,0,0,1,1,0,1,1,0,2
6056,1,1,1,1,0,0,1,1,0,1,1,1,3
11405,1,0,1,1,0,0,1,1,0,1,1,1,0
17206,1,0,0,1,0,0,1,1,0,1,1,1,0
10648,1,0,1,1,0,0,1,0,0,1,1,1,0
16471,0,0,1,1,1,0,1,1,0,0,1,0,0
7062,1,0,1,1,0,0,1,1,0,0,1,1,2
14851,1,0,1,1,0,0,1,1,0,0,1,1,0
18353,0,0,1,1,0,0,0,1,0,0,1,0,3
810,0,1,1,1,0,0,1,1,0,0,0,1,0
12373,1,0,1,1,0,0,1,1,0,0,1,1,0
18643,0,0,1,1,0,0,0,1,0,0,1,0,0
14236,1,0,1,1,0,0,1,1,0,1,1,1,1
17476,1,0,1,1,0,0,1,1,0,1,0,1,2
7945,1,0,0,1,0,0,1,1,0,0,1,0,0
11147,1,0,1,1,0,0,1,1,0,0,1,1,3
2328,0,0,1,1,0,0,1,1,0,0,1,1,3
18562,0,0,0,1,0,0,0,1,0,0,1,0,2
3607,1,0,1,1,0,0,1,1,0,0,1,0,3
6908,1,0,1,1,0,0,1,1,0,1,1,1,2
3760,1,0,1,1,0,0,1,0,0,0,1,1,3
1918,0,0,1,0,0,0,1,1,1,0,1,0,1
2759,0,1,1,1,0,0,1,1,1,0,1,1,2
9643,1,0,1,1,0,0,1,0,0,1,1,1,3
15539,0,0,1,1,1,0,1,1,0,0,1,0,3
15730,1,0,1,1,0,0,1,1,0,1,1,1,3
5873,0,0,1,1,0,0,1,1,0,0,1,0,3
13150,1,0,1,1,0,0,1,0,0,0,1,1,2
8826,0,0,1,1,0,0,1,1,0,0,1,0,0
14579,0,0,1,1,0,0,1,1,0,0,1,0,0
12617,1,0,1,1,0,0,1,1,0,0,1,1,0
2848,1,1,0,1,1,0,1,1,1,0,1,1,2
1843,1,1,1,1,0,0,1,1,0,0,1,1,3
4318,1,0,1,1,0,0,1,0,0,0,1,1,3
12824,1,0,1,1,0,0,1,1,0,1,1,1,0
8285,1,0,1,1,0,0,1,1,0,0,1,1,3
17661,1,0,1,1,0,0,1,1,0,0,1,1,1
17073,1,0,1,1,0,0,1,0,0,0,1,0,0
4403,1,0,1,1,0,0,1,0,0,0,1,1,3
16586,1,1,0,1,0,0,1,1,0,0,0,0,0
10973,1,0,1,1,0,0,1,1,0,1,1,1,0
10409,1,1,0,1,0,0,1,1,1,1,1,0,3
10626,1,0,0,1,0,0,1,1,0,0,0,0,0
1811,1,0,1,1,0,0,1,1,0,0,1,1,3
14247,0,0,1,1,0,0,1,1,0,0,1,0,3
15167,0,1,1,0,0,0,1,1,1,0,1,1,3
13758,0,0,1,1,0,0,1,1,0,0,1,0,3
2863,1,0,1,1,0,0,1,0,0,1,1,0,1
2510,1,0,1,1,0,0,1,0,0,0,1,0,3
1149,1,0,1,1,0,0,1,1,0,1,1,1,0
18374,0,1,1,1,0,0,1,1,0,0,0,1,0
13093,1,0,1,1,0,0,1,1,0,1,1,1,0
9117,0,1,1,1,0,0,1,1,1,0,1,0,0
2466,1,0,0,1,0,0,1,1,0,0,1,0,0
13249,0,0,1,1,1,0,1,1,1,0,1,0,0
2514,1,0,1,1,0,0,1,0,0,0,1,1,3
366,0,0,1,1,1,0,1,1,0,0,1,0,3
7769,0,0,1,1,0,0,1,1,0,0,1,0,0
18188,0,0,0,1,0,0,1,1,0,0,0,0,0
10269,1,0,1,1,0,0,1,1,0,1,1,1,3
13478,1,1,1,1,0,0,1,1,0,0,1,1,2
7480,1,0,1,1,0,0,1,1,0,0,1,1,3
7827,1,0,1,1,0,0,1,1,0,0,1,0,0
13912,1,0,0,1,0,0,1,1,0,0,1,0,0
18153,1,0,1,1,0,0,1,1,0,1,1,1,3
5885,1,0,1,1,0,0,1,1,0,1,1,1,0
9623,1,0,1,1,0,0,1,1,0,0,1,0,3
12396,1,1,0,0,0,0,1,1,0,0,1,0,0
8490,0,0,1,1,0,0,1,1,0,0,1,0,0
6713,1,1,1,1,0,0,1,1,0,1,1,1,3
6241,1,0,1,1,0,0,1,1,0,0,1,1,3
911,1,0,1,1,0,0,1,1,0,0,1,1,3
14428,1,0,1,1,0,0,1,1,0,1,1,1,2
4098,0,0,1,1,0,0,1,1,1,0,1,0,3
3706,1,0,1,1,0,0,1,1,0,0,1,0,3
10083,1,0,1,1,0,0,1,1,0,1,1,1,1
16557,0,1,1,1,0,0,1,1,0,0,1,0,0
1374,0,1,1,1,0,0,1,1,0,0,1,1,0
15174,1,0,1,1,0,0,1,1,0,0,1,1,4
7746,1,0,1,1,0,0,1,1,0,0,1,1,3
4938,0,1,1,1,0,0,1,1,0,0,1,0,0
3617,1,0,1,1,0,0,1,0,0,0,1,1,1
18928,1,0,0,1,0,0,0,1,0,0,1,0,3
14054,0,0,1,1,0,0,1,1,0,0,1,0,1
13557,1,0,1,1,0,0,1,1,0,0,1,1,0
3546,1,0,1,1,0,0,1,0,0,1,1,1,3
11783,1,0,1,1,0,0,1,1,0,1,1,1,1
683,0,0,1,0,0,0,1,1,1,0,1,0,3
3591,1,0,1,1,0,0,1,0,0,0,1,1,3
15491,0,0,1,1,1,0,1,1,0,0,1,0,2
13723,0,0,1,1,0,0,1,1,0,0,1,0,0
8203,0,0,1,1,0,0,1,1,0,0,1,0,2
4566,1,0,1,1,0,0,1,0,0,1,1,1,3
13299,1,0,1,1,0,0,1,1,0,0,1,1,0
13510,0,0,1,1,0,0,1,1,0,0,1,0,0
6382,1,0,1,1,0,0,1,1,0,0,1,1,0
9216,1,1,0,1,0,0,1,1,0,1,1,0,3
7199,0,1,1,1,0,0,1,1,1,0,1,1,3
14856,0,0,1,1,0,0,1,1,0,0,1,0,0
13607,0,1,0,1,0,0,1,1,1,0,1,1,3
15354,0,1,1,1,0,0,1,1,1,0,1,1,0
4404,1,0,1,1,0,0,1,1,0,1,1,1,3
102,1,1,1,1,0,0,1,1,1,0,1,1,1
6969,0,0,1,1,0,0,1,1,0,0,1,0,3
12853,0,0,1,1,0,0,1,1,0,0,1,0,3
8860,1,0,1,1,0,0,1,1,0,0,1,1,2
7697,1,0,1,1,0,0,1,1,0,0,1,1,3
18492,0,0,1,1,0,0,1,1,0,0,1,0,3
18402,0,0,1,1,0,0,1,1,0,0,1,0,2
3376,0,0,1,1,0,0,1,1,0,0,1,0,3
6570,1,0,1,1,0,0,1,0,0,0,1,0,3
7833,1,0,1,1,0,0,1,0,0,0,1,0,0
18428,1,0,0,1,0,0,1,1,0,0,1,0,2
13720,0,0,1,1,0,0,1,1,0,0,1,0,3
4178,0,1,1,1,0,0,1,1,1,0,1,1,3
15803,1,0,1,1,0,0,1,1,0,1,1,1,3
17793,1,0,1,1,0,0,1,0,0,0,1,0,1
473,1,0,1,1,0,0,1,1,0,1,1,0,0
17090,1,0,1,1,0,0,1,0,0,0,1,1,3
8654,0,0,1,1,0,0,1,1,0,0,1,0,0
10607,0,0,1,1,0,0,1,1,1,0,1,0,0
13969,1,0,1,1,0,0,1,1,0,0,1,1,3
10223,0,0,1,1,0,0,1,1,0,0,1,0,3
3743,1,0,1,1,0,0,1,1,0,1,1,0,2
9073,1,0,1,1,0,0,1,1,0,0,1,1,0
4058,0,0,1,1,0,0,1,1,1,0,1,0,3
13861,0,1,1,1,0,0,1,1,0,0,1,1,3
5252,0,0,1,1,0,0,1,1,1,0,1,0,3
17783,1,0,1,1,0,0,1,1,0,1,1,0,0
497,1,0,0,1,0,0,1,1,0,0,1,0,3
4528,0,0,1,0,0,0,1,1,0,0,1,0,0
17485,1,0,1,1,0,0,1,1,0,1,1,1,2
6756,1,0,0,1,0,0,1,1,0,0,1,1,3
8962,1,1,0,1,0,0,1,1,1,1,1,1,0
7412,1,0,1,1,0,0,1,1,0,0,1,1,2
8781,0,0,1,1,0,0,1,1,0,0,1,0,0
5562,1,0,1,1,0,0,1,1,0,0,1,1,3
15146,1,0,1,1,0,0,1,0,0,1,1,1,2
18677,1,0,0,1,0,0,0,1,0,0,1,0,3
8973,0,0,1,0,0,0,1,1,0,0,1,0,2
14494,0,0,1,1,0,0,1,1,1,0,1,0,0
15327,0,1,1,0,0,0,1,1,1,0,1,0,0
9870,1,1,1,1,0,0,1,1,1,0,1,1,0
4622,0,0,0,1,0,0,1,1,0,0,1,0,0
17810,1,0,1,1,0,0,1,1,0,0,1,1,0
17214,0,0,1,1,0,0,1,1,0,1,1,0,2
7225,0,0,1,1,0,0,1,1,0,0,1,0,0
14931,0,1,1,1,0,0,1,1,0,0,1,0,0
10750,1,0,1,1,0,0,1,1,0,0,1,1,2
18714,0,0,1,1,0,0,0,1,0,0,1,0,0
6386,1,0,1,1,0,0,1,1,0,0,1,1,0
3699,0,0,1,1,0,0,1,1,0,0,1,0,2
14172,0,0,1,1,0,0,1,1,0,0,1,0,3
11403,0,0,1,1,0,0,1,1,1,0,1,0,1
18062,1,0,0,1,0,0,1,1,1,0,1,0,0
10707,0,0,1,1,0,0,1,1,0,0,1,0,0
17841,1,0,1,1,0,0,1,1,0,1,1,1,0
4675,0,0,1,1,0,0,1,1,0,0,1,0,0
10710,1,0,1,1,0,0,1,1,0,1,1,1,1
6412,1,0,0,1,0,0,1,1,0,0,1,0,3
8418,1,0,1,1,0,0,1,1,0,0,1,1,0
13656,0,0,1,1,0,0,1,0,0,0,0,0,2
17967,0,0,1,1,0,0,1,1,0,0,1,0,0
291,1,0,1,1,0,0,1,1,0,0,0,1,0
6835,1,0,1,1,0,0,1,0,0,0,1,0,2
2492,1,0,1,1,0,0,1,0,0,0,1,0,3
15516,0,0,0,1,0,0,1,1,0,1,0,1,0
14306,0,0,1,1,0,0,1,1,0,0,1,0,1
1854,1,0,1,1,0,0,1,1,0,0,1,0,0
15072,0,0,1,1,0,0,1,1,0,0,1,0,3
6161,0,0,1,1,0,0,1,1,0,0,1,0,0
3990,0,1,1,1,0,0,1,1,1,0,1,1,3
18850,1,0,0,1,0,0,0,1,0,0,1,0,3
11616,1,1,0,1,0,0,1,1,0,1,1,0,2
8317,0,0,1,1,0,0,1,1,0,0,1,0,0
10369,1,0,1,1,0,0,1,1,0,0,1,1,2
13331,1,0,1,1,0,0,1,1,0,0,1,1,2
4408,0,0,1,1,0,0,1,1,0,0,1,0,0
8068,0,0,1,1,0,0,1,1,0,0,1,0,3
18040,1,0,1,1,0,0,1,1,1,0,1,1,0
14697,1,0,0,1,0,0,1,1,0,0,1,0,0
16433,1,0,1,1,0,0,1,1,0,1,1,1,3
2586,1,0,0,1,0,0,1,1,0,0,1,0,0
14729,0,0,1,1,0,0,1,1,0,0,1,0,0
6261,1,1,1,1,0,0,1,1,0,0,1,1,0
18935,0,0,1,1,0,0,0,1,0,0,1,0,0
12420,0,0,1,1,0,0,1,1,1,0,1,0,2
4654,1,0,1,1,0,0,1,0,0,1,1,1,0
14585,0,0,1,1,0,0,1,1,0,0,1,0,3
11002,0,0,1,1,0,0,1,1,0,0,1,0,0
8039,0,0,1,1,0,0,1,1,0,0,1,0,3
8805,1,0,1,1,0,0,1,1,0,1,1,1,2
16129,1,0,1,1,0,0,1,1,0,1,1,1,3
11955,0,0,1,1,0,0,1,1,0,0,1,0,0
4298,0,0,1,0,0,0,1,1,0,0,1,0,3
16044,1,0,1,1,0,0,1,1,0,1,1,1,2
5680,1,0,1,1,0,0,1,0,0,0,1,1,3
13325,1,0,1,1,0,0,1,1,0,1,1,1,3
11885,1,0,0,1,0,0,1,1,1,0,1,0,0
13290,1,1,1,1,0,0,1,0,0,0,0,1,0
6094,1,0,1,1,0,0,1,1,0,0,1,1,0
13437,1,1,1,1,0,0,1,1,0,1,1,1,0
7774,1,0,1,1,0,0,1,0,0,1,1,0,3
16641,0,0,1,1,0,0,1,1,1,0,1,0,3
17691,1,0,1,1,0,0,1,1,0,0,1,1,2
9472,1,0,0,1,0,0,1,1,0,1,1,0,0
8009,0,0,1,0,0,0,1,1,1,0,1,0,0
702,1,0,1,1,0,0,1,0,0,0,1,0,2
6044,0,0,1,1,0,0,1,1,0,0,1,0,2
16706,0,0,1,1,1,0,1,1,0,0,1,0,3
12652,0,0,1,1,0,0,1,1,0,0,1,0,2
4533,1,0,1,1,0,0,1,1,0,0,1,1,0
2544,0,0,1,1,1,0,1,1,1,0,1,0,0
15170,1,0,1,1,0,0,1,0,0,1,1,1,4
18078,0,1,1,1,0,0,1,1,1,0,1,0,4
2710,1,0,0,1,0,0,1,1,0,0,1,0,0
7435,1,1,1,1,0,0,1,1,0,1,1,1,3
6229,0,0,1,0,0,0,1,1,0,0,1,0,0
11244,1,0,1,1,0,0,1,1,0,0,1,1,0
7432,1,0,1,1,0,0,1,1,0,0,1,1,0
3079,1,0,1,1,0,0,1,0,0,0,1,1,3
1258,1,0,1,1,0,0,1,0,0,0,1,0,2
85,0,0,1,1,0,0,1,1,1,0,1,0,0
9769,1,0,1,1,0,0,1,1,0,0,1,1,0
16112,1,0,1,1,0,0,1,1,1,0,1,0,0
4601,1,0,1,1,0,0,1,1,0,0,1,1,3
8149,1,1,1,1,0,0,1,1,0,1,1,1,1
1106,0,0,1,1,0,0,1,1,1,0,1,0,3
1391,1,0,1,1,0,0,1,1,0,0,1,1,0
14527,1,0,1,1,0,0,1,1,0,0,1,1,3
17769,1,0,1,1,0,0,1,0,0,0,1,1,3
7485,0,1,1,1,0,0,1,1,0,0,1,1,3
11822,0,0,1,1,1,0,1,1,1,0,1,0,1
3283,1,0,1,1,0,0,1,0,0,0,1,1,3
11133,1,1,1,1,0,0,1,1,0,0,1,1,2
15588,1,0,1,1,0,0,1,1,0,1,1,1,0
13538,0,1,1,1,0,0,1,1,0,0,1,1,3
16398,0,1,1,1,0,0,1,1,0,0,1,1,0
8278,0,1,1,1,0,0,1,1,1,0,1,1,3
16686,1,0,0,1,0,0,1,1,0,1,1,0,3
11802,1,0,1,1,0,0,1,1,0,0,0,1,3
4382,1,0,0,1,0,0,1,1,0,0,1,1,3
14873,0,0,0,1,0,0,1,1,0,0,1,0,3
15797,1,0,1,1,0,0,1,1,0,0,1,1,3
16218,0,1,1,1,0,0,1,1,0,0,1,0,0
7830,0,1,1,1,0,0,1,1,0,0,1,0,2
13552,0,0,1,1,0,0,1,1,0,0,1,0,0
5112,1,0,1,1,0,0,1,0,0,1,1,1,3
16757,1,0,1,1,0,0,1,1,0,1,1,1,1
7675,0,0,1,1,0,0,1,1,0,0,1,0,0
12286,1,1,1,1,0,0,1,1,0,0,0,1,0
4790,1,1,0,1,0,0,1,1,0,1,1,1,0
2609,0,0,1,1,0,0,1,1,0,0,1,0,2
13608,1,0,1,1,0,0,1,1,1,0,1,1,0
11882,1,0,0,1,0,0,1,1,0,0,1,0,3
13535,0,0,1,1,0,0,1,1,0,0,1,0,0
10518,1,0,1,1,0,0,1,1,0,0,1,1,0
7821,1,0,1,1,0,0,1,1,0,1,1,1,0
14611,1,0,1,1,0,0,1,1,0,1,1,1,3
9045,1,0,1,1,0,0,1,1,0,0,0,1,2
13692,0,1,1,1,0,0,1,1,0,0,1,1,3
15605,1,0,1,1,0,0,1,1,0,1,1,1,3
2332,1,0,0,1,0,0,1,1,0,1,1,0,0
17978,1,0,0,1,0,0,1,1,0,1,1,0,1
14728,0,0,1,1,0,0,1,1,0,0,1,0,0
279,1,0,1,1,0,0,1,1,0,1,1,1,3
9419,0,0,1,1,0,0,1,1,0,0,1,0,2
2087,1,0,1,1,0,0,1,0,0,0,1,0,0
17619,1,0,1,1,0,0,1,1,0,1,1,1,3
3664,1,0,1,1,0,0,1,1,0,1,1,0,3
7721,0,0,1,1,0,0,1,1,0,0,1,0,3
7572,1,1,0,1,0,0,1,1,1,0,1,1,0
19042,1,0,0,1,0,0,0,1,0,0,1,0,0
17737,0,0,1,0,0,0,1,1,0,0,1,0,0
3075,1,0,1,1,0,0,1,0,0,0,1,1,3
13652,0,0,1,1,1,0,1,1,0,0,1,0,0
1213,1,0,1,1,0,0,1,0,0,1,1,1,3
18780,0,0,1,1,0,0,0,1,0,0,0,0,3
4053,1,0,1,1,0,0,1,1,0,0,1,1,0
8139,0,0,1,1,0,0,1,1,0,0,1,0,3
4010,1,1,1,1,0,0,1,1,1,0,1,1,0
4697,1,0,1,1,0,0,1,1,0,0,1,1,3
18819,1,0,1,1,0,0,0,1,0,0,0,1,2
1229,1,0,1,1,0,0,1,0,0,1,1,0,3
16948,1,0,1,1,0,0,1,1,0,0,1,1,0
463,0,0,1,1,0,0,1,1,0,0,1,0,0
9133,1,0,1,1,0,0,1,1,0,0,1,1,2
13472,1,1,1,1,0,0,1,1,0,0,1,1,0
11427,1,0,1,1,0,0,1,1,0,1,1,1,2
3955,1,0,0,1,0,0,1,1,0,0,1,0,3
17346,0,0,1,1,0,0,1,1,0,0,1,0,0
4027,1,1,1,1,0,0,1,1,0,0,1,1,3
8555,0,0,1,1,0,0,1,1,0,0,1,0,3
13539,1,0,1,1,0,0,1,1,0,0,1,1,3
5197,0,0,1,0,1,0,1,1,0,0,1,0,3
7705,0,0,1,1,0,0,1,1,0,0,1,0,0
2142,1,0,1,1,0,0,1,0,0,1,1,0,2
13592,0,1,1,0,0,0,1,1,1,0,1,1,2
13930,1,0,1,1,0,0,1,1,0,0,1,1,4
9077,1,0,1,1,0,0,1,1,0,1,1,1,2
11741,0,0,1,1,0,0,1,1,0,0,1,0,3
15859,1,0,0,1,0,0,1,1,0,0,1,1,3
4717,0,0,1,1,0,0,1,1,0,0,1,0,1
5442,1,0,1,1,0,0,1,0,0,1,1,1,3
14635,1,1,1,1,0,0,1,1,0,0,1,1,2
16071,0,0,1,1,0,0,1,1,0,0,1,0,0
4716,1,0,1,1,0,0,1,1,0,1,1,1,3
11623,1,1,1,1,0,0,1,1,0,1,1,0,3
16237,1,0,0,1,0,0,1,1,0,0,1,0,0
15164,1,0,1,1,0,0,1,1,0,0,1,1,3
17814,1,0,0,1,0,0,1,1,0,1,1,1,3
6050,1,1,1,1,0,0,1,0,0,0,1,1,3
3972,0,0,1,1,0,0,1,1,0,0,1,0,0
8080,0,0,0,1,0,0,1,1,0,0,1,0,0
4214,1,0,1,1,0,0,1,1,0,0,1,1,3
17983,0,0,1,1,0,0,1,1,0,0,1,0,3
3602,0,0,1,1,0,0,1,1,1,0,1,0,0
9751,1,0,1,1,0,0,1,1,0,0,1,1,3
11451,1,0,1,1,0,0,1,1,0,0,1,1,2
2999,0,0,1,1,0,0,1,1,0,0,1,0,0
12960,1,0,1,1,0,0,1,1,0,0,1,1,3
11384,1,0,1,1,0,0,1,1,0,1,1,1,3
14262,1,1,1,1,0,0,1,1,0,1,1,1,0
15202,1,0,1,1,0,0,1,1,0,1,1,1,3
12469,1,0,1,1,0,0,1,1,0,1,1,1,2
15792,0,1,1,1,0,0,1,1,0,0,1,1,0
1929,1,0,0,1,0,0,1,1,0,0,1,0,0
10894,1,0,1,1,0,0,1,1,0,0,1,1,3
17461,1,0,1,1,0,0,1,1,0,1,1,1,3
6243,1,0,1,1,0,0,1,1,0,0,1,1,0
13102,1,0,1,1,0,0,1,1,0,1,1,1,2
6198,1,0,1,1,0,0,1,1,0,0,1,1,1
15984,1,0,1,1,0,0,1,1,0,0,1,1,3
17121,1,1,1,1,0,0,1,0,0,0,1,1,3
4761,1,0,1,1,0,0,1,1,0,0,1,1,2
5433,0,0,1,1,1,0,1,1,0,0,1,0,0
11054,1,0,1,1,0,0,1,1,0,1,1,1,3
17936,1,1,0,1,0,0,1,1,0,0,1,0,3
8567,1,0,1,1,0,0,1,0,0,1,1,0,3
3680,1,1,1,1,0,0,1,1,0,1,1,0,1
12792,1,0,0,1,0,0,1,1,0,0,0,0,0
1717,0,0,1,1,0,0,1,1,0,0,1,0,0
14586,1,0,1,1,0,0,1,1,0,1,1,1,3
12160,1,0,1,1,0,0,1,1,0,0,1,1,3
18481,0,0,1,0,1,0,0,1,1,0,1,0,0
249,1,0,1,1,0,0,1,1,0,0,1,1,3
11810,1,1,0,1,0,0,1,1,0,0,1,0,3
8690,1,1,0,1,0,0,1,1,1,0,1,1,0
3895,1,0,1,1,0,0,1,1,0,1,1,1,0
16273,1,1,1,1,0,0,1,1,0,1,1,1,3
7211,0,0,1,1,0,0,1,1,0,0,1,0,0
2075,1,0,0,1,0,0,1,1,0,0,1,0,3
5988,1,1,1,1,0,0,1,1,0,0,1,1,3
10716,0,0,1,1,0,0,1,1,1,0,1,0,0
7175,0,1,1,1,0,0,1,1,1,0,1,1,3
13344,1,0,1,1,0,0,1,1,0,1,1,1,3
6743,1,0,1,1,0,0,1,1,0,1,1,0,0
12845,0,0,0,1,0,0,1,1,0,0,1,0,0
12025,0,0,1,0,0,0,1,1,1,0,1,0,3
5496,1,1,1,1,0,0,1,1,0,1,1,1,3
420,1,0,0,1,0,0,1,1,0,1,1,1,0
14397,1,0,1,1,0,0,1,1,0,0,1,1,0
8837,0,0,1,1,0,0,1,1,1,0,1,0,0
5482,0,0,1,1,1,0,1,1,1,0,1,0,0
7405,1,0,0,1,0,0,1,1,0,0,1,0,0
6880,1,0,1,1,0,0,1,1,0,1,1,1,0
1181,1,0,1,1,0,0,1,1,0,0,1,1,2
7977,1,0,0,1,0,0,1,1,0,0,1,0,3
18472,1,0,0,1,0,0,1,1,0,0,0,0,0
6341,1,0,1,1,0,0,1,1,0,0,1,0,0
1749,1,0,1,1,0,0,1,1,0,1,1,0,3
9051,0,0,1,0,0,0,1,1,1,0,1,0,0
5306,1,0,0,1,0,0,1,1,0,0,0,0,0
3821,1,0,1,1,0,0,1,1,0,0,1,1,0
9224,0,0,1,1,0,0,1,1,1,0,1,0,0
15452,1,0,1,1,0,0,1,1,0,0,1,1,0
9080,1,1,1,1,0,0,1,1,0,0,1,1,5
17370,0,0,1,1,0,0,1,1,1,0,1,0,3
4534,0,0,1,1,0,0,1,1,0,0,1,0,3
3731,1,0,1,1,0,0,1,0,0,0,1,1,2
12693,1,0,1,1,0,0,1,1,0,0,1,1,3
7156,0,0,1,1,0,0,1,1,0,0,1,0,0
18849,1,0,0,1,0,0,0,1,0,0,1,0,0
8052,0,0,1,1,0,0,1,1,0,0,1,0,3
14469,1,0,1,1,0,0,1,1,0,0,1,1,2
14504,1,0,1,1,0,0,1,1,0,1,1,1,1
2787,1,0,1,1,0,0,1,0,0,1,1,0,3
12655,0,0,1,1,0,0,1,1,1,0,1,0,0
4398,0,0,1,1,0,0,1,1,0,0,1,0,0
15028,0,0,1,1,0,0,1,1,0,0,1,0,0
10334,1,0,1,1,0,0,1,0,0,1,1,0,3
9705,0,0,1,0,0,0,1,1,0,0,1,0,0
5488,0,0,1,1,0,0,1,1,0,0,1,0,2
10909,1,0,1,1,0,0,1,1,0,0,1,1,3
17574,1,0,1,1,0,0,1,1,0,0,1,1,2
17865,1,0,1,1,0,0,1,0,0,0,1,0,2
3066,1,0,1,1,0,0,1,1,0,0,1,0,3
12928,1,0,1,1,0,0,1,1,0,0,1,1,3
6325,1,0,1,1,0,0,1,0,0,0,1,0,3
6397,1,0,1,1,0,0,1,1,0,1,1,1,3
2305,0,0,1,1,0,0,1,1,0,0,1,0,0
12543,1,0,1,1,0,0,1,1,0,0,1,1,4
12353,1,0,1,1,0,0,1,1,0,1,1,1,3
14151,0,0,1,1,0,0,1,1,0,0,1,0,3
1750,1,1,1,1,0,0,1,1,0,1,1,1,0
16436,0,1,1,1,0,0,1,1,1,0,1,1,0
5646,0,1,1,1,0,0,1,1,1,0,1,0,0
191,1,0,1,1,0,0,1,1,0,1,1,1,1
6143,0,0,1,1,0,0,1,1,0,0,0,0,0
5236,1,0,1,1,0,0,1,0,0,1,1,1,3
8415,1,0,1,1,0,0,1,1,0,1,1,1,3
8512,0,0,1,1,0,0,1,1,1,0,1,0,4
5581,1,1,1,1,0,0,1,1,0,1,1,0,0
3491,0,0,1,1,0,0,1,1,0,0,0,0,0
4819,0,1,1,1,0,0,1,1,0,0,1,1,0
11157,1,0,1,1,0,0,1,1,0,0,1,1,3
14762,0,0,1,1,0,0,1,1,0,0,1,0,3
1746,1,0,1,1,0,0,1,1,0,0,1,1,3
60,1,0,0,1,0,0,1,1,0,0,1,0,0
14255,0,0,1,1,0,0,1,1,0,0,1,0,2
10872,0,1,1,1,0,0,1,1,1,0,1,1,3
920,0,0,1,1,0,0,1,1,0,0,1,0,2
14918,1,0,0,1,0,0,1,1,0,0,1,0,0
3097,1,0,0,1,0,0,1,1,1,0,1,0,0
5223,1,0,1,1,0,0,1,1,0,1,1,1,0
407,1,0,1,1,0,0,1,1,0,1,1,1,1
8240,1,0,0,1,0,0,1,1,0,1,1,1,0
17628,1,0,1,1,0,0,1,0,0,1,1,0,3
5706,0,1,1,1,0,0,1,1,1,0,1,1,2
15670,1,0,1,1,0,0,1,0,0,0,1,1,0
1398,1,1,1,1,0,0,1,1,0,0,1,1,3
5760,1,0,1,1,0,0,1,1,0,0,1,0,3
2080,0,1,1,1,0,0,1,1,1,0,1,1,4
9631,0,0,1,1,0,0,1,1,0,1,1,1,3
