,有無酒駕,有無駕照,有無肇事逃逸,有無減速,有無超速,有無精神疾病,有無證據,有無過失傷害,有無過失致死,是否累犯,是否自首,是否使用藥物,車輛類型
7722,0,0,1,1,0,0,1,1,0,0,1,0,0
2857,1,0,1,1,0,0,1,0,0,0,1,1,3
8861,1,0,0,1,0,0,1,1,0,0,1,0,3
1932,1,0,0,1,0,0,1,1,0,0,1,0,0
5082,1,0,1,1,0,0,1,1,0,1,1,1,3
11149,1,0,1,1,0,0,1,0,0,1,1,1,3
1492,1,1,1,1,0,0,1,1,0,0,1,1,0
16283,0,0,1,1,0,0,1,0,0,1,1,1,2
13430,1,0,1,1,0,0,1,1,0,0,1,1,2
9679,1,0,1,1,0,0,1,0,0,1,1,0,0
4589,0,0,1,1,0,0,1,1,0,0,1,0,0
2965,1,0,1,1,0,0,1,0,0,1,1,0,3
11013,1,1,1,1,0,0,1,1,0,1,1,1,3
3672,0,1,1,1,0,0,1,1,1,0,1,0,3
18264,1,0,1,1,0,0,0,0,0,0,1,0,2
10275,1,0,0,0,0,0,1,1,0,0,1,0,3
16248,1,0,1,1,0,0,1,0,0,1,1,0,3
16256,1,0,1,1,0,0,1,1,0,0,1,0,2
16460,1,0,1,1,0,0,1,1,0,1,1,0,0
851,1,1,1,1,0,0,1,0,0,0,1,1,0
15548,0,0,1,1,0,0,1,1,1,0,1,0,0
14242,1,0,1,1,0,0,1,1,0,0,1,1,2
16372,0,1,1,1,0,0,1,1,0,0,1,1,0
4930,1,0,1,1,0,0,1,0,0,1,1,1,3
2216,1,0,1,1,0,0,1,0,0,0,1,0,3
12325,0,1,1,1,0,0,1,1,1,0,1,1,2
13182,1,0,1,1,0,0,1,1,0,1,1,1,3
6650,1,0,1,1,0,0,1,1,0,0,0,0,0
6543,1,1,1,1,0,0,1,1,0,1,1,1,3
2428,0,0,1,0,0,0,1,1,0,0,1,0,3
17667,1,0,1,1,0,0,1,1,0,1,1,1,3
654,1,0,1,1,0,0,1,1,0,0,1,1,3
3581,1,0,0,0,0,0,1,1,0,0,1,0,2
2832,1,0,1,1,0,0,1,0,0,0,1,1,3
4522,1,0,1,1,0,0,1,0,0,1,1,1,3
18046,0,0,1,1,0,0,1,1,0,0,1,0,0
2345,1,0,1,1,0,0,1,0,0,0,1,0,3
12166,0,0,1,1,0,0,1,1,0,0,1,0,0
11448,0,0,1,1,1,0,1,1,0,0,1,0,3
3535,0,0,1,1,0,0,1,1,0,0,1,0,3
14696,1,0,1,1,0,0,1,1,0,0,1,1,0
2202,1,0,1,1,0,0,1,0,0,0,1,0,3
18571,1,0,0,1,0,0,0,1,0,0,1,0,3
16165,1,0,1,1,0,0,1,1,0,0,1,1,2
336,1,0,1,1,0,0,1,1,0,0,1,1,0
1358,0,0,1,1,0,0,1,0,0,0,0,0,3
7929,1,0,1,1,0,0,1,1,0,1,1,1,0
13058,1,1,1,1,0,0,1,1,0,0,1,1,0
18854,0,0,0,1,0,0,0,1,0,0,1,0,0
7680,0,1,1,1,1,0,1,1,0,0,1,0,3
8923,0,1,1,1,0,0,1,1,1,0,1,1,0
16321,0,0,1,1,0,0,1,1,1,0,1,0,0
8944,0,0,1,0,0,0,1,1,1,0,1,0,3
848,1,0,1,1,0,0,1,1,0,0,1,1,3
14171,0,1,1,1,0,0,1,1,0,0,1,0,0
15764,0,0,1,1,0,0,1,1,1,0,1,0,3
1934,1,0,1,1,0,0,1,0,0,1,1,0,2
12709,0,1,1,1,0,0,1,1,0,0,1,0,3
1578,1,0,1,1,0,0,1,0,0,0,1,1,3
18993,0,0,1,1,0,0,0,1,0,0,0,0,4
1484,1,1,0,1,0,0,1,0,0,1,1,1,0
11485,1,0,0,1,0,0,1,1,0,0,1,1,2
7420,1,0,1,1,0,0,1,0,0,1,1,0,0
13553,0,1,1,1,0,0,1,1,0,0,1,1,2
17517,1,0,1,1,0,0,1,1,0,0,1,1,3
9393,1,0,1,1,0,0,1,1,0,0,1,1,2
7021,1,0,0,1,0,0,1,1,0,1,1,0,2
2366,1,0,1,1,0,0,1,0,0,0,1,0,3
14411,0,0,1,1,0,0,1,1,1,0,1,0,3
8794,1,0,0,1,0,0,1,1,0,1,1,1,0
11788,1,1,0,1,0,0,1,1,1,0,1,0,2
19009,0,0,1,1,0,0,0,1,0,0,0,0,0
749,0,0,1,1,0,0,1,1,0,0,1,0,0
16228,1,0,1,1,0,0,1,1,0,0,0,0,0
15544,1,0,1,1,0,0,1,1,0,1,1,1,0
10573,0,0,1,1,0,0,1,1,0,0,1,0,2
10506,1,0,1,1,0,0,1,1,0,1,1,1,2
10602,1,0,0,1,0,0,1,1,0,0,1,0,0
15118,1,0,1,1,0,0,1,1,0,0,0,1,2
1440,1,1,1,1,0,0,1,1,0,1,1,1,3
12170,1,0,0,1,0,0,1,1,0,0,1,0,0
8246,1,0,0,1,0,0,1,1,0,0,1,0,3
7542,1,0,0,1,0,0,1,1,0,0,1,1,3
5141,1,0,1,1,0,0,1,0,0,0,1,1,3
11500,0,1,1,1,0,0,1,1,0,0,1,1,0
5924,1,0,1,1,0,0,1,1,0,0,1,1,3
58,1,0,1,1,0,0,1,1,0,0,1,1,0
668,0,0,1,1,1,0,1,1,0,0,1,0,2
17862,0,0,1,1,0,0,1,1,1,0,1,0,0
10294,1,0,1,1,0,0,1,1,0,1,1,1,3
14272,0,1,1,1,0,0,1,1,1,0,1,1,3
19036,1,0,0,1,1,0,0,1,0,1,1,0,3
14553,0,1,1,1,0,0,1,1,1,0,1,1,3
18130,0,0,1,1,0,0,1,0,0,0,0,0,0
2958,0,0,1,1,0,0,1,1,0,0,1,0,1
13799,0,0,1,1,0,0,1,1,0,0,1,0,3
12670,1,0,1,1,0,0,1,0,0,0,1,1,3
6947,1,0,1,1,0,0,1,1,0,1,1,1,2
2104,1,0,1,1,0,0,1,0,0,0,1,0,3
4381,0,0,1,1,0,0,1,1,0,0,1,0,0
2425,1,1,0,1,0,0,1,1,1,1,1,1,3
2274,1,0,1,1,0,0,1,0,0,1,1,0,1
1917,0,0,1,1,0,0,1,1,0,0,1,0,3
13265,1,0,1,1,0,0,1,1,0,1,1,1,2
1373,0,0,1,1,1,0,1,1,0,0,1,0,0
11813,0,0,1,1,0,0,1,1,0,0,1,0,3
5460,1,0,0,1,0,0,1,0,0,1,1,1,3
6949,1,0,1,1,0,0,1,0,0,0,1,1,3
18145,0,1,1,0,0,0,1,1,0,0,1,0,2
913,1,0,1,1,0,0,1,1,0,0,1,1,3
15297,1,0,0,1,0,0,1,1,0,0,1,0,1
6165,0,0,1,1,0,0,1,1,0,0,1,0,0
6467,1,0,1,1,0,0,1,1,0,0,1,1,0
10441,0,0,0,1,0,0,1,1,0,0,1,0,3
14936,0,0,1,1,1,0,1,1,1,0,1,0,0
16122,1,0,1,1,0,0,1,1,0,0,1,1,1
16417,0,1,1,1,0,0,1,1,0,0,1,1,3
10833,1,0,1,1,0,0,1,1,0,0,1,1,3
2653,1,0,1,1,0,0,1,0,0,0,1,0,1
17302,1,0,1,1,0,0,1,1,0,0,1,1,2
11990,0,0,1,1,0,0,1,1,0,0,1,0,0
379,0,0,0,1,0,0,1,1,0,0,1,0,3
7315,0,0,1,1,0,0,1,1,0,0,1,0,0
16358,0,0,0,1,0,0,1,1,0,0,1,0,0
11859,1,0,1,1,0,0,1,1,0,1,1,1,3
575,1,1,1,1,0,0,1,1,0,0,1,1,3
5127,1,0,1,1,0,0,1,0,0,0,1,1,3
10234,1,0,1,1,0,0,1,1,0,1,0,1,3
4432,0,0,1,0,1,0,1,1,0,0,1,0,3
4803,1,0,1,1,0,0,1,0,0,1,1,1,3
2208,1,0,0,1,0,0,1,1,0,0,1,0,0
8085,1,0,1,1,0,0,1,0,0,0,1,0,2
11024,0,0,1,1,0,0,1,1,0,0,1,0,0
16642,1,0,1,1,0,0,1,1,0,1,1,1,2
10416,0,0,1,1,0,0,1,1,0,0,1,0,0
13533,0,1,1,1,0,0,1,1,0,0,1,0,3
17042,1,0,1,1,0,0,1,1,0,1,1,1,3
13012,1,0,1,1,0,0,1,1,0,0,1,0,2
6505,1,0,1,1,0,0,1,0,0,0,1,1,2
16177,1,0,1,1,0,0,1,1,0,0,1,1,2
10237,1,0,1,1,0,0,1,1,0,1,1,1,2
726,0,1,1,1,0,0,1,1,1,0,1,1,0
13700,0,0,1,1,0,0,1,1,0,0,1,0,0
11227,1,0,1,1,0,0,1,1,0,1,1,1,0
3046,0,0,1,1,0,0,1,1,0,0,1,0,0
12757,1,0,1,1,0,0,1,1,0,0,1,1,3
3239,1,0,1,1,0,0,1,0,0,1,1,1,3
11348,0,0,1,1,0,0,1,1,0,0,1,0,0
6473,1,0,1,1,0,0,1,1,0,0,1,1,0
12043,1,0,1,1,0,0,1,1,0,1,1,1,2
5195,0,1,1,0,0,0,1,1,1,0,1,1,3
8746,1,0,1,1,0,0,1,0,0,1,1,0,3
905,0,0,1,1,0,0,1,1,0,0,1,0,2
3299,0,0,1,1,1,0,1,1,0,0,1,0,3
14261,0,1,1,1,0,0,1,1,0,0,1,1,3
18600,1,0,0,1,0,0,0,1,0,0,1,0,0
363,1,0,0,1,0,0,1,1,0,1,1,1,0
4814,1,0,1,1,0,0,1,1,0,0,1,1,3
14948,0,0,1,1,1,0,1,1,0,0,1,0,3
2660,1,0,0,1,0,0,1,1,0,0,1,0,0
11841,1,0,1,1,0,0,1,1,0,1,1,1,2
17205,1,0,1,1,0,0,1,1,0,1,1,1,3
2121,0,0,1,1,0,0,1,1,1,0,1,0,3
18899,1,0,0,1,0,0,0,1,0,0,1,0,0
9720,1,0,1,1,0,0,1,0,0,1,1,1,0
10273,1,0,0,1,0,0,1,1,0,0,1,0,1
15267,1,0,1,0,0,0,1,1,0,0,1,0,0
4676,0,0,1,1,0,0,1,1,0,0,1,0,0
2160,1,0,1,1,0,0,1,0,0,0,1,0,2
13243,0,0,1,1,0,0,1,1,0,0,1,0,3
13730,0,0,1,1,0,0,1,1,0,0,1,0,0
12352,0,1,1,1,0,0,1,1,0,0,1,0,3
8409,0,0,1,1,0,0,1,1,0,0,1,0,3
3101,1,0,1,1,0,0,1,0,0,0,1,0,0
6533,1,0,1,1,0,0,1,1,0,0,1,1,4
4448,0,0,1,1,0,0,1,1,0,0,1,0,3
2076,1,0,1,1,0,0,1,0,0,1,1,0,2
67,1,1,1,1,0,0,1,1,1,1,1,1,2
2906,1,0,1,1,0,0,1,0,0,0,1,1,3
10980,1,0,1,1,0,0,1,1,0,0,1,1,2
18507,1,0,0,1,0,0,0,1,0,0,0,1,3
18222,0,0,1,1,0,0,0,1,0,0,1,0,3
12409,1,0,1,1,0,0,1,1,0,0,1,1,2
18368,1,1,0,1,0,0,1,1,0,0,0,0,0
18431,0,0,1,1,0,0,1,1,0,0,1,0,3
14158,1,0,0,1,0,0,1,1,0,0,0,0,0
9013,1,0,1,1,0,0,1,1,0,0,0,1,0
5558,1,0,1,1,0,0,1,1,0,0,1,1,3
12716,1,0,1,1,0,0,1,1,0,0,1,0,3
6425,0,0,1,1,0,0,1,1,0,0,1,0,3
8135,1,0,1,1,0,0,1,1,0,0,1,0,1
10578,1,0,1,1,0,0,1,1,0,0,1,1,0
7400,1,0,1,1,0,0,1,0,0,0,1,0,3
17044,1,0,1,1,0,0,1,1,0,0,0,1,3
7104,0,0,1,1,0,0,1,1,0,0,1,0,0
12241,0,0,1,1,0,0,1,1,0,0,0,0,2
16384,1,0,0,1,0,0,1,1,0,0,1,0,3
1815,0,0,1,1,1,0,1,1,0,0,1,0,3
5321,1,0,1,1,0,0,1,0,0,1,1,1,3
10762,0,0,1,1,0,0,1,1,0,0,1,0,2
12627,0,1,1,1,0,0,1,1,1,0,1,1,2
12865,0,0,1,1,0,0,1,1,0,0,1,0,0
8436,1,0,1,1,0,0,1,1,0,1,1,1,3
6542,1,0,0,1,1,0,1,1,1,0,1,0,0
17579,1,0,1,1,0,0,1,1,0,1,1,1,3
12457,1,1,0,1,0,0,1,1,1,0,1,1,0
9298,1,0,1,1,0,0,1,1,0,1,1,1,3
3859,0,0,1,1,0,0,1,1,1,0,1,0,0
16298,0,0,1,0,1,0,1,1,1,0,1,0,0
15795,1,0,1,1,0,0,1,1,0,0,1,1,0
11527,0,0,1,1,0,0,1,1,0,0,1,0,0
18228,0,0,1,1,0,1,1,1,0,0,1,0,3
4456,0,0,1,1,0,0,1,1,0,0,1,0,3
12807,0,0,1,0,0,0,1,1,0,0,1,0,0
7411,0,1,1,1,0,0,1,1,0,0,1,1,3
13842,0,0,1,1,0,0,1,1,0,0,1,0,3
14219,1,0,1,1,0,0,1,1,0,0,1,1,3
8318,1,0,1,1,0,0,1,1,0,1,1,1,3
8168,1,0,1,1,0,0,1,1,0,0,1,0,2
11020,0,0,1,0,0,0,1,1,0,0,1,0,3
18450,0,0,1,1,0,0,1,1,0,0,1,0,3
19062,0,0,1,1,1,0,0,1,0,0,0,0,3
18499,0,0,1,1,0,0,1,0,0,0,1,0,2
7190,0,0,1,1,0,0,1,1,0,0,1,0,1
13512,0,0,1,1,1,0,1,1,0,0,1,0,0
11218,0,0,1,1,0,0,1,1,1,0,1,0,3
17458,1,0,1,1,0,0,1,1,0,0,1,1,3
8021,0,0,1,1,1,0,1,1,0,0,1,0,3
16998,1,0,0,1,0,0,1,1,0,1,0,1,3
4064,1,0,1,1,0,0,1,0,0,0,1,1,3
4327,1,0,1,1,0,0,1,0,0,0,1,1,3
11646,0,1,1,1,0,0,1,1,1,0,1,1,0
14140,1,0,0,1,0,0,1,1,0,1,1,0,0
2840,1,0,1,1,0,0,1,1,0,0,1,0,3
12326,0,1,1,0,0,0,1,1,0,0,1,1,2
18882,1,0,0,1,0,0,0,1,0,0,1,0,0
17500,1,0,1,1,0,0,1,1,0,1,1,1,3
17964,0,1,1,1,0,0,1,1,1,0,1,1,3
6352,1,1,1,0,1,0,1,1,1,0,1,1,0
10127,1,0,1,1,0,0,1,1,0,0,1,1,3
11351,0,0,0,0,0,0,1,1,1,0,1,0,3
9042,1,0,1,1,0,0,1,1,0,1,1,1,2
2049,1,0,1,1,0,0,1,1,0,0,1,0,5
15725,1,1,0,1,0,0,1,1,1,1,1,1,0
3238,0,0,1,1,0,0,1,1,0,0,1,0,2
8720,0,1,1,1,0,0,1,1,0,0,1,0,0
1835,0,0,1,1,0,0,1,1,0,0,1,0,0
17275,1,0,1,1,0,0,1,0,0,0,1,1,2
16082,0,0,1,1,0,0,1,1,0,0,1,0,3
6293,1,0,1,1,0,0,1,1,0,0,1,1,2
9515,1,0,1,1,0,0,1,1,1,0,1,1,0
10761,0,0,1,1,0,0,1,1,0,0,1,0,3
1851,1,0,1,1,0,0,1,1,0,0,1,0,0
13076,1,1,1,1,0,0,1,0,0,1,1,1,0
6640,1,0,1,1,0,0,1,1,0,0,1,1,3
6373,1,0,1,1,0,0,1,1,0,0,1,1,0
9195,0,0,1,1,0,0,1,1,1,0,1,0,3
5338,0,1,1,1,0,0,1,1,0,0,1,0,3
9523,0,0,1,1,0,0,1,1,0,0,1,0,0
14945,1,0,1,1,0,0,1,1,0,0,1,1,2
7368,0,1,1,1,0,0,1,1,1,0,1,1,0
11938,1,0,1,1,0,0,1,0,0,1,1,0,2
13740,0,1,1,1,0,0,1,1,1,0,1,1,0
14528,0,0,1,1,0,0,1,1,0,0,1,0,0
10051,0,1,1,1,0,0,1,1,0,0,1,1,3
2246,1,0,1,1,0,0,1,1,0,0,1,0,1
3703,1,0,1,1,0,0,1,0,0,1,1,1,2
19047,1,1,1,1,0,0,0,0,0,1,1,0,3
1235,0,1,1,1,1,0,1,1,1,0,1,1,0
12431,1,0,1,1,0,0,1,1,0,1,1,1,3
13903,1,0,0,1,0,0,1,1,0,0,1,0,3
15476,0,0,1,1,1,0,1,1,0,0,1,0,0
5441,1,0,1,1,0,0,1,0,0,1,1,1,3
8736,0,1,0,1,0,0,1,1,0,0,1,1,0
18605,0,0,0,1,0,0,0,1,0,0,0,0,0
5523,1,0,1,1,0,0,1,1,0,1,1,1,3
15551,0,0,1,1,0,0,1,1,0,0,1,0,0
11182,0,0,1,1,0,0,1,1,0,0,1,0,3
19035,0,0,0,1,0,0,0,1,0,0,1,1,3
9635,1,0,1,1,0,0,1,1,0,0,1,0,0
11843,1,0,1,1,0,0,1,1,0,1,0,1,0
3414,1,0,0,1,0,0,1,1,0,1,1,0,0
4826,0,0,1,1,1,0,1,1,0,0,1,0,0
7385,0,0,1,1,0,0,1,1,0,0,1,0,0
4538,1,0,1,1,0,0,1,1,0,0,1,1,1
1504,1,1,1,1,0,0,1,1,0,1,0,1,2
3987,1,0,0,1,0,0,1,1,0,0,1,0,0
7268,1,0,1,1,0,0,1,1,0,0,1,1,3
582,0,0,1,1,0,0,1,1,0,0,1,0,3
7008,1,0,1,1,0,0,1,1,0,0,1,1,0
16064,1,0,1,1,0,0,1,1,0,0,1,1,0
11901,1,0,1,1,0,0,1,1,0,1,1,1,3
312,1,0,1,1,0,0,1,1,0,0,1,1,2
15781,0,0,1,1,0,0,1,0,0,0,1,0,0
10800,0,1,1,1,0,0,1,1,0,0,1,1,0
17963,0,0,1,1,0,0,1,1,0,0,1,0,4
754,1,0,1,1,0,0,1,0,0,1,0,1,3
6417,1,0,1,1,0,0,1,1,0,0,1,1,1
2824,0,0,1,0,1,0,1,1,1,0,1,1,3
18870,1,0,0,1,0,0,0,1,0,0,0,0,3
9038,1,0,1,1,0,0,1,1,0,0,1,1,2
2900,0,0,1,1,0,0,1,1,0,0,1,0,3
12804,0,0,1,1,0,0,1,0,0,0,0,0,0
12953,1,0,1,1,0,0,1,0,0,0,1,1,3
6491,1,1,1,1,0,0,1,0,0,0,1,1,3
16204,0,0,1,1,0,0,1,1,0,0,1,0,2
17598,0,0,1,1,0,0,1,0,0,0,1,0,0
18657,1,0,0,1,0,0,0,1,0,0,0,0,3
15260,1,0,1,1,0,0,1,1,0,0,1,1,0
18951,0,0,1,1,0,0,0,1,0,0,1,0,3
17774,1,0,1,1,0,0,1,0,0,0,1,0,0
15942,1,0,1,1,0,0,1,1,0,0,1,1,0
3797,1,0,1,1,0,0,1,1,0,1,1,0,0
16924,1,1,1,1,0,0,1,1,1,0,1,1,0
692,1,0,1,1,0,0,1,1,0,1,1,0,0
5861,1,0,1,1,0,0,1,1,0,1,1,1,3
16770,1,0,1,1,0,0,1,1,0,1,1,1,0
17083,1,0,1,1,0,0,1,1,0,1,1,1,3
1557,1,0,1,1,0,0,1,0,0,1,1,0,3
11522,1,0,1,1,0,0,1,1,0,1,1,1,0
13190,1,0,1,1,0,0,1,1,0,0,1,1,0
9292,1,0,1,1,0,0,1,1,0,1,0,1,0
384,1,0,1,1,0,0,1,1,0,0,1,1,0
13409,0,0,1,1,0,0,1,1,0,0,1,0,0
544,1,1,0,1,0,0,1,1,0,0,1,0,1
14518,0,0,1,1,0,0,1,1,0,0,1,0,0
89,1,1,1,1,0,0,1,1,0,0,1,1,3
15914,1,0,1,1,0,0,1,1,0,0,1,1,0
8054,0,0,1,1,0,0,1,1,0,0,1,0,3
6360,0,0,1,0,0,0,1,1,0,0,1,0,3
4033,1,0,1,1,0,0,1,1,0,1,1,1,0
10460,0,0,1,1,1,0,1,1,1,0,1,0,2
2249,0,1,1,1,0,0,1,1,1,0,1,1,0
10550,0,0,1,1,1,0,1,1,1,0,1,0,0
9659,1,0,1,1,0,0,1,0,0,0,1,0,3
11611,1,0,1,1,0,0,1,1,0,0,1,1,0
16081,1,0,1,1,0,0,1,1,0,0,1,1,2
11761,1,0,1,1,0,0,1,1,0,1,1,1,2
16558,1,1,1,1,0,0,1,1,0,0,1,0,0
11757,1,0,1,1,0,0,1,1,0,1,1,1,0
3999,0,0,0,1,0,0,1,1,0,0,0,0,0
17079,0,0,1,1,1,0,1,1,0,0,1,0,0
9813,1,1,1,1,0,0,1,0,0,0,1,1,3
10517,1,0,1,1,0,0,1,1,0,1,1,1,3
9106,0,0,1,1,1,0,1,1,1,0,1,0,0
12529,1,0,1,1,0,0,1,1,0,0,1,1,0
8194,1,1,1,1,0,0,1,1,1,0,1,1,2
10879,0,0,1,1,0,0,1,1,0,0,1,0,0
10599,0,0,1,1,0,0,1,1,0,0,1,0,0
18565,1,0,1,1,1,0,0,1,1,0,1,0,0
17429,1,0,1,1,0,0,1,1,0,1,1,1,3
2914,0,0,1,1,0,0,1,1,0,0,1,0,2
12316,1,0,1,1,0,0,1,1,0,0,0,1,2
14118,1,0,1,1,0,0,1,1,0,1,1,1,3
18243,1,0,1,1,0,0,0,1,0,0,1,1,3
4951,1,0,1,1,0,0,1,0,0,0,1,1,3
9737,1,0,1,1,0,0,1,1,0,0,1,1,3
11135,1,0,0,1,0,0,1,1,0,1,1,0,2
15835,1,0,1,1,0,0,1,1,0,0,1,1,2
4233,1,0,1,1,0,0,1,0,0,1,1,1,3
16420,1,0,1,1,0,0,1,1,0,0,1,0,3
7165,0,1,1,1,0,0,1,1,1,0,0,0,3
5687,1,0,1,1,0,0,1,1,0,0,1,1,0
12898,0,0,1,1,0,0,1,1,0,0,1,0,3
10190,1,0,0,1,0,0,1,1,0,0,1,0,3
13728,1,0,1,1,0,0,1,1,0,0,1,1,3
16842,1,1,0,1,0,0,1,1,0,1,0,1,3
16046,0,1,1,1,0,0,1,1,0,0,1,1,3
3365,1,0,1,1,0,0,1,0,0,0,1,0,1
3930,0,1,1,1,1,0,1,1,0,0,1,1,0
11237,0,0,1,1,0,0,1,1,1,0,1,0,0
2154,1,0,1,1,0,0,1,0,0,1,1,0,2
1312,1,1,1,1,0,0,1,1,0,0,1,1,3
16482,1,0,1,1,0,0,1,1,0,1,1,1,2
8491,1,0,1,1,0,0,1,1,0,0,1,1,3
9176,1,0,1,1,0,0,1,1,0,0,1,1,0
17637,1,0,1,1,0,0,1,1,0,1,1,1,0
13759,1,0,1,1,0,0,1,1,0,1,1,1,2
4886,1,0,0,1,1,0,1,1,0,0,1,0,0
7813,0,1,1,1,0,0,1,1,1,0,1,1,3
2310,0,0,1,1,0,0,1,1,0,0,1,0,3
246,1,0,1,1,0,0,1,1,0,1,1,1,3
10959,0,0,1,0,0,0,1,1,0,0,1,0,0
4874,1,0,1,1,0,0,1,0,0,1,1,1,3
11242,1,0,1,1,0,0,1,1,0,1,1,1,3
146,1,0,1,1,0,0,1,1,0,1,1,1,2
1208,0,1,1,1,0,0,1,1,1,0,1,1,0
9250,1,0,1,1,0,0,1,1,0,0,1,1,2
6436,0,0,1,1,0,0,1,1,0,0,1,0,0
1733,1,0,0,1,0,0,1,1,0,1,1,1,2
6504,1,0,1,1,0,0,1,0,0,0,1,1,0
460,1,0,0,1,0,0,1,1,0,0,1,0,3
11036,1,0,1,1,0,0,1,1,0,0,1,1,3
18117,1,1,0,1,0,0,1,1,0,0,0,0,0
12542,1,0,1,1,0,0,1,0,0,0,1,1,2
18118,1,0,1,1,0,0,0,1,0,0,1,1,0
11222,0,0,1,1,0,0,1,1,0,0,1,0,0
928,1,1,1,1,0,0,1,0,0,0,1,0,2
235,0,0,1,1,0,0,1,1,0,0,0,0,0
5518,0,0,1,1,0,0,1,1,0,0,1,0,3
12074,1,1,1,1,0,0,1,1,1,0,1,1,2
17951,1,0,0,1,0,0,1,1,0,1,1,1,0
12010,1,0,1,1,0,0,1,1,0,1,1,1,3
11749,0,0,0,1,0,0,1,1,0,1,1,1,0
5643,0,0,1,1,0,0,1,1,0,0,1,0,3
17360,0,0,1,1,0,0,1,1,0,0,1,0,3
1319,0,0,1,1,0,0,1,1,0,0,1,0,2
17561,1,0,1,1,0,0,1,1,0,1,1,1,0
16222,1,0,1,1,0,0,1,1,0,1,1,1,2
1967,1,0,1,1,0,0,1,1,0,0,1,0,4
8608,0,0,1,1,0,0,1,1,0,0,1,0,3
15831,1,0,1,1,0,0,1,1,0,0,1,1,2
16791,1,0,1,1,0,0,1,1,0,0,1,1,0
9090,1,1,1,1,0,0,1,1,0,1,1,1,0
2846,1,0,0,1,0,0,1,1,0,1,1,1,3
11031,0,0,1,1,0,0,1,1,0,0,1,0,0
15489,1,0,1,1,0,0,1,1,0,0,1,1,0
2523,1,0,1,1,0,0,1,0,0,1,1,1,0
18174,1,0,0,1,0,0,1,1,0,0,1,0,3
11613,1,0,1,1,0,0,1,1,0,1,1,1,1
4693,1,1,0,1,1,0,1,1,1,1,1,1,2
5655,1,0,1,1,0,0,1,1,0,0,1,1,0
14738,1,1,1,1,0,0,1,1,1,0,1,1,3
16103,1,0,1,1,0,0,1,1,0,1,1,1,2
11569,1,0,1,1,0,0,1,1,0,1,0,1,0
15695,0,0,1,1,0,0,1,1,0,0,1,0,2
8788,0,0,1,1,0,0,1,1,0,0,1,0,3
7224,0,1,1,1,0,0,1,1,1,0,1,1,3
1662,1,0,0,1,0,0,1,1,0,0,0,0,0
8460,1,0,1,1,0,0,1,1,0,0,1,0,3
7776,1,0,1,1,0,0,1,1,0,0,1,0,3
17303,1,0,1,1,0,0,1,1,0,0,1,1,0
17074,0,0,1,1,0,0,1,1,1,0,1,0,0
7466,1,0,1,1,0,0,1,1,0,1,1,1,2
11909,1,0,1,1,0,0,1,1,0,1,1,1,2
10172,1,0,1,1,0,0,1,1,0,1,1,1,3
8107,0,1,1,1,0,0,1,1,1,0,1,1,3
8368,0,0,1,1,0,0,1,1,0,0,1,0,0
2969,0,1,1,1,0,0,1,1,1,0,1,1,2
6977,1,0,0,1,0,0,1,1,0,1,1,1,0
1020,0,0,1,1,1,0,1,1,0,0,1,1,3
6008,1,1,0,1,0,0,1,1,1,0,1,1,0
2867,1,0,1,1,0,0,1,0,0,1,1,1,2
2269,0,0,1,1,0,0,1,1,0,0,1,0,3
10366,0,0,1,1,0,0,1,1,0,0,1,0,3
13104,0,0,1,1,0,0,1,1,0,0,1,0,2
1354,0,0,1,1,0,0,1,1,0,0,1,0,0
11657,0,0,1,1,0,0,1,1,0,0,1,0,0
9727,1,0,0,1,0,0,1,1,0,0,1,0,0
3963,1,1,1,1,0,0,1,0,0,0,1,1,3
5712,1,0,1,1,0,0,1,1,0,0,1,1,2
9318,1,0,1,1,0,0,1,1,0,0,1,1,3
3557,0,1,1,1,0,0,1,1,1,0,1,1,1
16124,1,0,0,1,0,0,1,1,0,0,1,1,0
16485,0,0,1,1,0,0,1,1,0,0,1,0,3
15425,1,0,1,1,0,0,1,1,0,1,1,1,0
17213,1,0,1,1,0,0,1,1,0,0,1,1,0
18424,0,0,1,1,0,0,1,1,0,0,1,0,3
6190,1,0,1,1,0,0,1,1,0,0,0,1,2
1653,1,0,1,1,0,0,1,0,0,0,1,1,2
1236,1,1,0,0,0,0,1,1,0,0,1,0,2
17356,0,0,1,1,0,0,1,1,0,0,1,0,0
11319,0,0,1,1,0,0,1,1,0,0,1,0,0
87,1,0,1,1,0,0,1,1,0,1,1,1,3
11042,1,0,1,1,0,0,1,0,0,0,1,1,0
3385,1,0,1,1,0,0,1,0,0,1,1,1,3
14774,0,0,1,1,0,0,1,1,0,0,1,0,0
7848,1,0,1,1,0,0,1,1,0,1,1,1,3
8740,0,1,1,1,0,0,1,1,1,0,1,1,0
18124,0,0,1,1,0,0,1,0,0,1,1,1,2
1596,1,0,1,1,0,0,1,0,0,1,1,1,0
17626,1,0,1,1,0,0,1,1,0,1,1,1,3
2794,0,1,1,1,0,0,1,1,1,0,1,1,3
11790,1,0,1,1,0,0,1,1,0,0,1,1,0
12933,1,1,0,1,0,0,1,1,0,0,1,0,0
17570,1,0,1,1,0,0,1,1,0,0,1,1,0
9142,1,1,1,1,0,0,1,1,0,0,1,1,0
10623,0,0,1,1,0,0,1,1,0,0,1,0,0
6957,0,0,1,1,0,0,1,1,1,0,1,1,3
7415,1,0,1,1,0,0,1,1,0,0,1,1,3
